Timestamp,X_ACR_Mot.PV,X_ACR_Mot.SV,X_ACR_Mot.TV,X_ACR_Pmp.PV,X_ACR_Pmp.SV,X_ACR_Pmp.TV,X_Temp.SV,X_Pres.SV,Barometer,Temperature
2024-04-10 12:00:00,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,19.00204467773437,0.449612557888031,1018.05326461792,20.47815704345703
2024-04-10 12:00:05,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,19.00204467773437,0.449612557888031,1018.05326461792,20.47815704345703
2024-04-10 12:00:10,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,19.00204467773437,0.449612557888031,1018.05326461792,20.47815704345703
2024-04-10 12:00:15,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,19.00204467773437,0.449612557888031,1018.05326461792,20.47815704345703
2024-04-10 12:00:20,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,19.00204467773437,0.449612557888031,1018.05326461792,20.412822723388672
2024-04-10 12:00:25,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.449612557888031,1018.05326461792,20.412822723388672
2024-04-10 12:00:30,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.449612557888031,1018.05326461792,20.412822723388672
2024-04-10 12:00:35,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.449612557888031,1018.05326461792,20.412822723388672
2024-04-10 12:00:40,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.412822723388672
2024-04-10 12:00:45,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.412822723388672
2024-04-10 12:00:50,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.412822723388672
2024-04-10 12:00:55,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.412822723388672
2024-04-10 12:01:00,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.412822723388672
2024-04-10 12:01:05,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.412822723388672
2024-04-10 12:01:10,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.412822723388672
2024-04-10 12:01:15,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.412822723388672
2024-04-10 12:01:20,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.97235107421875,0.4496361315250397,1018.0424213409424,20.372957229614254
2024-04-10 12:01:25,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.965057373046875,0.4496361315250397,1018.0424213409424,20.372957229614254
2024-04-10 12:01:30,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.965057373046875,0.4496361315250397,1018.0424213409424,20.372957229614254
2024-04-10 12:01:35,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.965057373046875,0.4496361315250397,1018.0424213409424,20.372957229614254
2024-04-10 12:01:40,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.965057373046875,0.4496361315250397,1018.0412197113036,20.372957229614254
2024-04-10 12:01:45,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.965057373046875,0.4516010582447052,1018.0412197113036,20.372957229614254
2024-04-10 12:01:50,0.0012677498161792,0.422826737165451,18.7890625,0.0007022904464974,0.4131329655647278,18.65625,18.965057373046875,0.4516010582447052,1018.0412197113036,20.372957229614254
